Model Name,Prompt,Input Tokens,Output Tokens,Quality,Feedback,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
opencode/big-pickle,what is llm?,42,41,Good,Direct question with clear subject and sufficient context.,12,3,1,1,3,3.0,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,What does AI stand for?,43,6,Average,Prompt is understandable but lacks specific requirements or context.,23,5,1,1,5,3.6,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,How do you make coffee?,43,100,Average,Prompt is understandable but lacks specific requirements or context.,23,5,1,1,5,3.6,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,What is 2+2?,44,4,Average,Prompt is understandable but lacks specific requirements or context.,12,4,1,1,3,2.0,0,False,False,False,True,False,False,False,False,False
opencode/big-pickle,Who invented the internet?,42,54,Average,Prompt is understandable but lacks specific requirements or context.,26,4,1,1,4,5.5,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,When was Python created?,42,23,Good,Clear objective with sufficient context and specific request.,24,4,1,1,4,5.0,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,What is machine learning?,42,42,Good,Direct question with clear subject and sufficient context.,25,4,1,1,4,5.25,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,How tall is Mount Everest?,43,22,Average,Prompt is understandable but lacks specific requirements or context.,26,5,1,1,5,4.2,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,What is the capital of France?,44,4,Good,Direct question with clear subject and sufficient context.,30,6,1,1,6,4.0,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Can you count to 10?,45,32,Average,Prompt is understandable but lacks specific requirements or context.,20,5,1,1,5,3.0,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,what is thee diffrence between AI and ML?,47,34,Good,Direct question with clear subject and sufficient context.,41,8,1,1,8,4.12,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Explaine to me hoergw neural netwroks work,50,162,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,42,7,1,1,7,5.14,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,I want to lern about cogegumputer vison,49,146,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,39,7,1,1,7,4.71,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,How do yo train a modhesrell?,46,204,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,29,6,1,1,6,3.83,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,What is the difshrfernce between supervized and unsupervised lerning?,55,67,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,69,9,1,1,9,6.67,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Can u help me undhesherstnd algoritms?,50,22,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,38,6,1,1,6,5.33,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Wht is deeplearnsehing?,47,52,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,23,3,1,1,3,6.67,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Explan NLP in simphsele termms,48,49,Average,Prompt is understandable but lacks specific requirements or context.,30,5,1,1,5,5.2,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,How do transformshrers work?,44,209,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,28,4,1,1,4,6.0,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,What is a nuresehral netwrok realy?,51,96,Bad,Prompt contains spelling/grammar errors making it difficult to understand.,35,6,1,1,6,4.83,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,rEqUeSt: PLease TEll mE aBouT dAtA sCieNce,61,64,Good,Clear objective with sufficient context and specific request.,42,7,1,1,7,5.0,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,~~~URGENT~~~ explain machine learning algorithms NOW!!!,50,236,Bad,Prompt contains excessive formatting making it hard to read.,55,6,1,1,6,6.83,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,[PRIORITY_HIGH] :: give me a detailed breakdown of neural networks,50,149,Good,Clear objective with sufficient context and specific request.,66,10,1,1,10,5.2,1,False,False,False,False,False,False,False,False,False
opencode/big-pickle,please... can you... tell me... about... NLP?,50,83,Good,Clear objective with sufficient context and specific request.,45,7,1,5,7,3.71,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,????????????????????? what is deep learning ?????????????????????,52,60,Bad,Prompt contains excessive special characters making it hard to read.,65,4,1,1,4,4.5,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,*****BOLD REQUEST***** explain artificial intelligence,45,242,Bad,Prompt contains excessive special characters making it hard to read.,54,5,1,1,5,8.0,0,False,False,True,False,False,True,False,False,False
opencode/big-pickle,>>>>>>>> NESTED PROMPT >>>>> Tell me about LLMs,51,67,Bad,Prompt contains excessive formatting making it hard to read.,47,6,1,1,6,4.5,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,...........................................................................................tell me about AI,44,113,Bad,Prompt contains excessive special characters making it hard to read.,107,4,1,1,4,3.25,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,!!!!!!!!!!!!!! EXPLAIN PYTHON !!!!!!!!!!!!!!!,47,329,Bad,Prompt contains excessive special characters making it hard to read.,45,2,1,1,2,6.5,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,@@@@@@@@@@@ what is machine learning @@@@@@@@@@@,49,30,Bad,Prompt contains excessive special characters making it hard to read.,48,4,1,1,4,5.25,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,You are a Python expert. Explain list comprehensions in detail.,50,353,Good,Clear explanation request with specific topic and context.,63,10,1,2,10,5.2,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,Act as a data scientist. Walk me through the process of building a predictive model.,54,321,Average,Prompt is understandable but could benefit from more context.,84,15,1,2,14,4.53,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,Pretend you are a seasoned machine learning engineer. What are the top 5 challenges in ML?,58,226,Good,Direct question with clear subject and sufficient context.,90,16,1,2,15,4.56,0,False,False,False,False,False,False,False,False,False
opencode/big-pickle,You are a professor. Explain the concept of gradient descent to undergraduate students.,52,328,Good,Clear explanation request with specific topic and context.,87,13,1,2,13,5.62,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,Assume the role of a tech entrepreneur. Why should I invest in AI?,53,276,Average,Prompt is a valid question but could be more specific.,66,13,1,2,13,4.0,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,You are a patient teacher. Explain what a neural network is in simple terms.,53,209,Good,Clear explanation request with specific topic and context.,76,14,1,2,13,4.36,0,False,False,False,False,False,True,False,False,False
opencode/big-pickle,Act as a software architect. Design a scalable system for processing big data.,52,2924,Average,Prompt is understandable but could benefit from more context.,78,13,1,2,12,4.92,0,False,False,False,False,False,False,False,False,False
